chromosome_name,external_gene_name,external_transcript_name,transcript_length,description
1,FAM231B,FAM231B-201,510,family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]
4,RHOH,RHOH-219,2114,ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]
4,UGT2B17,UGT2B17-201,2077,UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547]
4,AMBN,AMBN-201,2005,ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]
4,AMBN,AMBN-202,1512,ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]
4,AMBN,AMBN-203,1997,ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]
4,USP17L25,USP17L25-201,1593,ubiquitin specific peptidase 17-like family member 25 [Source:HGNC Symbol;Acc:HGNC:44452]
4,USP17L25,USP17L25-202,1677,ubiquitin specific peptidase 17-like family member 25 [Source:HGNC Symbol;Acc:HGNC:44452]
4,TMEM156,TMEM156-203,1935,transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]
4,TMEM156,TMEM156-201,949,transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]
4,KIT,KIT-202,3470,KIT proto-oncogene receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]
4,KIT,KIT-201,5186,KIT proto-oncogene receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]
4,USP17L23,USP17L23-201,551,ubiquitin specific peptidase 17-like family member 23 [Source:HGNC Symbol;Acc:HGNC:44451]
4,USP17L20,USP17L20-201,1593,ubiquitin specific peptidase 17-like family member 20 [Source:HGNC Symbol;Acc:HGNC:44448]
4,USP17L20,USP17L20-202,1677,ubiquitin specific peptidase 17-like family member 20 [Source:HGNC Symbol;Acc:HGNC:44448]
4,PDS5A,PDS5A-201,7176,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
4,PDS5A,PDS5A-202,2685,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
4,PDS5A,PDS5A-210,494,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
4,FRYL,FRYL-205,11103,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-211,7031,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-220,5566,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-217,4364,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-210,5277,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-209,1940,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-208,618,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,FRYL,FRYL-202,11706,FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]
4,ANKRD37,ANKRD37-204,605,ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
4,ANKRD37,ANKRD37-201,1141,ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
4,UFSP2,UFSP2-201,1630,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
4,UFSP2,UFSP2-208,1159,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
4,UFSP2,UFSP2-205,592,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
4,UFSP2,UFSP2-204,490,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
4,OPRPN,OPRPN-201,1040,opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]
4,LIAS,LIAS-222,4041,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-205,1005,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-204,1011,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-203,1578,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-206,826,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-201,1258,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-202,1485,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-210,1159,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-216,969,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,LIAS,LIAS-219,1403,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
4,CTBP1,CTBP1-203,2467,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-201,2297,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-204,1108,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-205,920,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-208,843,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-206,418,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-213,856,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-217,985,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-212,704,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-209,4250,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,CTBP1,CTBP1-219,210,C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
4,AC058822.1,AC058822.1-201,2550,
4,COQ2,COQ2-202,1641,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]"
4,COQ2,COQ2-201,1464,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]"
4,KDR,KDR-201,5831,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]
4,PABPC4L,PABPC4L-201,4944,poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]
4,USP17L10,USP17L10-201,1593,ubiquitin specific peptidase 17-like family member 10 [Source:HGNC Symbol;Acc:HGNC:44438]
4,USP17L10,USP17L10-202,1677,ubiquitin specific peptidase 17-like family member 10 [Source:HGNC Symbol;Acc:HGNC:44438]
4,UCHL1,UCHL1-212,445,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
4,UCHL1,UCHL1-204,917,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
4,UCHL1,UCHL1-201,1172,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
4,UCHL1,UCHL1-207,827,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
4,UCHL1,UCHL1-210,785,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
4,EIF4E,EIF4E-203,11523,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
4,EIF4E,EIF4E-201,1097,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
4,EIF4E,EIF4E-210,686,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
4,EIF4E,EIF4E-204,1132,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
4,EIF4E,EIF4E-208,898,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
4,RAB28,RAB28-207,715,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-202,1715,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-201,1810,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-204,405,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-206,193,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-203,1787,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RAB28,RAB28-208,1679,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
4,RCHY1,RCHY1-201,4686,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
4,RCHY1,RCHY1-202,1735,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
4,RCHY1,RCHY1-208,1011,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
4,RCHY1,RCHY1-210,759,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
4,RCHY1,RCHY1-206,650,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
4,FAT4,FAT4-202,16123,FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
4,FAT4,FAT4-201,9669,FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
4,AREG,AREG-201,1240,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
4,AREG,AREG-202,956,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
4,SGMS2,SGMS2-202,6149,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,SGMS2,SGMS2-205,567,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,SGMS2,SGMS2-201,1887,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,SGMS2,SGMS2-208,570,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,SGMS2,SGMS2-203,2127,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,SGMS2,SGMS2-204,581,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
4,"NAP1L5","NAP1L5-201",2321,nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]
4,PYURF,PYURF-201,1361,PIGY upstream reading frame [Source:HGNC Symbol;Acc:HGNC:44317]
4,ADAD1,ADAD1-205,627,adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
4,ADAD1,ADAD1-201,1961,adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
4,ADAD1,ADAD1-204,977,adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
4,ADAD1,ADAD1-202,1912,adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
4,ADAD1,ADAD1-203,1918,adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
4,CXCL5,CXCL5-201,2538,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
4,HPF1,HPF1-201,1230,histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]
4,PPBP,PPBP-201,715,pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]
4,SCD5,SCD5-202,3101,stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]
4,SCD5,SCD5-201,1995,stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]
4,CXCL1,CXCL1-201,1097,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
4,SMIM14,SMIM14-201,6483,small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]
4,SMIM14,SMIM14-205,830,small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]
4,SMIM14,SMIM14-202,612,small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]
4,FBXW7,FBXW7-203,3572,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-202,4976,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-201,3743,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-205,2562,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-204,1735,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-207,2261,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-212,970,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,FBXW7,FBXW7-213,671,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
4,ADH6,ADH6-202,3337,alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
4,ADH6,ADH6-203,2802,alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
4,ADH6,ADH6-201,1691,alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
4,ADH6,ADH6-206,863,alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
4,RELL1,RELL1-201,1326,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
4,RELL1,RELL1-202,1350,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
4,RELL1,RELL1-203,771,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
4,PRR27,PRR27-202,3007,proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]
4,PRR27,PRR27-201,3127,proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]
4,SNCA,SNCA-201,3041,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-202,1096,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-203,1420,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-205,1290,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-211,905,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-209,570,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-208,411,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-212,297,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-207,731,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-210,387,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-206,3127,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-213,3022,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,SNCA,SNCA-204,3167,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
4,HTRA3,HTRA3-201,2541,HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]
4,HTRA3,HTRA3-202,2023,HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]
4,NSUN7,NSUN7-202,3698,NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]
4,NSUN7,NSUN7-201,3546,NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]
4,EXOC1,EXOC1-203,3551,exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]
4,EXOC1,EXOC1-201,3357,exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]
4,EXOC1,EXOC1-202,3248,exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]
4,MGARP,MGARP-201,1339,mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]
4,SEL1L3,SEL1L3-202,4520,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-201,4369,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-203,3500,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-206,1326,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-204,429,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-212,404,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-207,553,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-211,605,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SEL1L3,SEL1L3-213,558,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
4,SLC2A9,SLC2A9-201,1850,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446]
4,SLC2A9,SLC2A9-208,1927,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446]
4,SLC2A9,SLC2A9-213,738,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446]
4,SLC2A9,SLC2A9-202,1866,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446]
4,TLR6,TLR6-201,2938,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
4,TLR6,TLR6-203,572,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
4,TLR6,TLR6-204,548,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
4,TLR6,TLR6-202,5880,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
4,TLR6,TLR6-205,1443,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
4,PLA2G12A,PLA2G12A-201,5226,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
4,PLA2G12A,PLA2G12A-202,1189,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
4,TMPRSS11D,TMPRSS11D-201,2817,"transmembrane protease, serine 11D [Source:HGNC Symbol;Acc:HGNC:24059]"
4,TMPRSS11D,TMPRSS11D-208,194,"transmembrane protease, serine 11D [Source:HGNC Symbol;Acc:HGNC:24059]"
4,TMPRSS11F,TMPRSS11F-201,2088,"transmembrane protease, serine 11F [Source:HGNC Symbol;Acc:HGNC:29994]"
4,GBA3,GBA3-207,1233,glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]
4,GBA3,GBA3-206,2154,glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]
4,PRSS48,PRSS48-202,989,"protease, serine 48 [Source:HGNC Symbol;Acc:HGNC:24635]"
4,PRSS48,PRSS48-201,560,"protease, serine 48 [Source:HGNC Symbol;Acc:HGNC:24635]"
4,KCNIP4,KCNIP4-202,2481,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,KCNIP4,KCNIP4-206,1641,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,KCNIP4,KCNIP4-204,1645,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,KCNIP4,KCNIP4-205,1767,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,KCNIP4,KCNIP4-207,1301,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,KCNIP4,KCNIP4-201,2168,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
4,DDX60L,DDX60L-209,6781,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-207,4568,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-214,813,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-206,2605,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-205,588,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-215,632,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-210,428,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,DDX60L,DDX60L-201,6754,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
4,CCDC149,CCDC149-204,3869,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
4,CCDC149,CCDC149-208,2362,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
4,CCDC149,CCDC149-202,2127,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
4,CCDC149,CCDC149-203,1079,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
4,USP17L24,USP17L24-201,1593,ubiquitin specific peptidase 17-like family member 24 [Source:HGNC Symbol;Acc:HGNC:44453]
4,USP17L24,USP17L24-202,1677,ubiquitin specific peptidase 17-like family member 24 [Source:HGNC Symbol;Acc:HGNC:44453]
4,SMR3A,SMR3A-201,665,submaxillary gland androgen regulated protein 3A [Source:HGNC Symbol;Acc:HGNC:19216]
4,TMPRSS11A,TMPRSS11A-202,3247,"transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:HGNC:27954]"
4,TMPRSS11A,TMPRSS11A-201,3054,"transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:HGNC:27954]"
4,TMPRSS11A,TMPRSS11A-203,1190,"transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:HGNC:27954]"
4,GNRHR,GNRHR-201,2164,gonadotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4421]
4,GNRHR,GNRHR-202,859,gonadotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4421]
4,PPEF2,PPEF2-201,3414,protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]
4,PPEF2,PPEF2-207,1797,protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]
4,TMEM192,TMEM192-201,10012,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
4,TMEM192,TMEM192-203,2225,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
4,TMEM192,TMEM192-202,789,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
4,TRIM60,TRIM60-204,1888,tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162]
4,TRIM60,TRIM60-202,389,tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162]
4,TRIM60,TRIM60-203,1674,tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162]
4,TRIM60,TRIM60-201,1867,tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162]
4,BMP2K,BMP2K-204,3195,BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
4,BMP2K,BMP2K-203,6902,BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
4,BMP2K,BMP2K-201,3804,BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
4,BMP2K,BMP2K-208,3848,BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
4,MRPS18C,MRPS18C-201,1643,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
4,MRPS18C,MRPS18C-204,666,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
4,MRPS18C,MRPS18C-205,350,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
4,MRPS18C,MRPS18C-207,855,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
4,MRPS18C,MRPS18C-203,490,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
4,LARP1B,LARP1B-201,4891,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LARP1B,LARP1B-210,3105,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LARP1B,LARP1B-209,1891,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LARP1B,LARP1B-202,2151,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LARP1B,LARP1B-203,2707,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LARP1B,LARP1B-207,1593,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
4,LRP2BP,LRP2BP-201,5157,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]
4,LRP2BP,LRP2BP-203,3055,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]
4,LRP2BP,LRP2BP-202,2302,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]
4,LRP2BP,LRP2BP-204,685,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]
4,TMEM175,TMEM175-211,525,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-201,1860,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-217,683,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-219,784,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-213,621,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-220,1514,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-212,1399,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-214,1006,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-218,619,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,TMEM175,TMEM175-222,1967,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
4,HELT,HELT-204,841,helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]
4,HELT,HELT-202,846,helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]
4,HELT,HELT-201,1008,helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]
4,INTS12,INTS12-209,542,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
4,INTS12,INTS12-211,1502,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]
